solve_id,solver,solve_time,pll,pll_time,Split,STM,STPS,ETM,ETPS,Solver_count,U,U2,L,L2,F,F2,R,R2,B,B2,D,D2,simul,ghost_move
12477,Matty Hiroto Inaba,4.11,U' R U R' U R' U' R2 U' R' U R' U R,-1.440708680910725,17.8%,14,19.18,14,19.18,72,7,0,0,0,0,0,6,1,0,0,0,0,0,2
12475,Matty Hiroto Inaba,4.32,U L' U' L F L' U' L U L F' L2' U L,-0.7281887608724499,22.5%,14,14.43,14,14.43,72,5,0,6,1,2,0,0,0,0,0,0,0,0,0
12464,Yiheng Wang,4.05,U D' R2 U R' U R' U' R U' R2 U' D R' U R,-0.5782891943396066,22.7%,16,17.39,16,17.39,202,7,0,0,0,0,0,5,2,0,0,2,0,2,1
12434,Luke Garrett,5.06,U x R' U R' D2 R U' R' D2 y F2 R2,1.4269336482900252,34.2%,11,6.36,13,7.51,62,3,0,0,0,0,1,4,1,0,0,0,2,0,1
12432,Luke Garrett,5.47,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R,0.8862467960731788,28.7%,19,12.1,19,12.1,62,8,0,0,0,2,0,8,1,0,0,0,0,0,0
12431,Luke Garrett,5.06,R' U R' U' R3 U' R' U R U R2',-1.9185662498017138,14.6%,11,14.86,11,14.86,62,5,0,0,0,0,0,5,1,0,0,0,0,0,1
12430,Luke Garrett,4.83,U2 y x R' U R' D2 R U' R' D2 R2,1.1565902221816016,34.2%,10,6.06,12,7.27,62,2,1,0,0,0,0,4,1,0,0,0,2,0,1
12429,Luke Garrett,5.12,U' U' D' R U R' U' D R2 U' R U' R' U R' U R2 U,0.7848680112825199,30.1%,18,11.69,18,11.69,62,9,0,0,0,0,0,5,2,0,0,2,0,2,1
12428,Luke Garrett,6.55,M2' U M2' U2 M2' U M2',-0.6006420475231502,17.3%,7,6.19,7,6.19,62,2,1,0,0,0,0,0,0,0,0,0,0,0,0
12427,Luke Garrett,5.09,U' F R U' R' U' R U R' F' R U R' U' R' F R F' U2',0.04142358948435578,25.9%,19,14.39,19,14.39,62,6,1,0,0,4,0,8,0,0,0,0,0,0,0
12426,Luke Garrett,5.05,U M2' U' M U2 M' U' M2' U2,-1.3778793975848669,17.8%,9,10.0,9,10.0,62,3,2,0,0,0,0,0,0,0,0,0,0,0,0
12425,Luke Garrett,4.14,M2' U' M U2 M' U' M2' U2,1.0552114373909436,39.1%,8,4.94,8,4.94,62,2,2,0,0,0,0,0,0,0,0,0,0,0,0
12424,Luke Garrett,5.54,M2' U M2' U M' U2 M2' U2 M' U',-0.05995519530630306,23.3%,10,7.75,10,7.75,62,3,2,0,0,0,0,0,0,0,0,0,0,0,0
12423,Luke Garrett,4.64,U x R2' D2 R U R' D2 R U' R x' U',-1.344086469321314,19.6%,11,12.09,13,14.29,62,4,0,0,0,0,0,4,1,0,0,0,2,0,0
12422,Luke Garrett,5.85,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U',0.07521651774790873,22.7%,20,15.04,20,15.04,62,9,0,0,0,2,0,8,1,0,0,0,0,0,0
12421,Luke Garrett,4.88,U R U R' F' R U R' U' R' F R2 U' R' U',-1.0399501149493378,20.5%,15,15.0,15,15.0,62,6,0,0,0,2,0,6,1,0,0,0,0,0,0
12420,Luke Garrett,5.31,R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U,0.2779740873292257,26.2%,19,13.67,19,13.67,62,8,0,0,0,2,0,8,1,0,0,0,0,0,0
12419,Luke Garrett,5.54,U' R' U R' U' R3 U' R' U R U R2' U,0.10900944601146169,24.2%,13,9.7,13,9.7,62,7,0,0,0,0,0,5,1,0,0,0,0,0,1
12418,Luke Garrett,5.51,M2' U M2' U2 M2' U M2',-1.0737430432128907,18.0%,7,7.07,7,7.07,62,2,1,0,0,0,0,0,0,0,0,0,0,0,0
12417,Luke Garrett,5.33,L' U' L F L' U' L U L F' L2' U L U,-0.026162267042750112,24.4%,14,10.77,14,10.77,62,5,0,6,1,2,0,0,0,0,0,0,0,0,0
12416,Luke Garrett,5.35,U' U' F R U' R' U' R U R' F' R U R' U' R' F R F' U,2.2379639266152953,36.8%,20,10.15,20,10.15,62,8,0,0,0,4,0,8,0,0,0,0,0,0,0
12415,Luke Garrett,4.83,U R2' F' R U R U' R' F R U' R' U',-0.3640915496782796,24.8%,13,10.83,13,10.83,62,5,0,0,0,2,0,5,1,0,0,0,0,0,0
12414,Luke Garrett,5.35,M2' U M2' U M' U2 M2' U2 M' U,0.751075083018967,28.6%,10,6.54,10,6.54,62,3,2,0,0,0,0,0,0,0,0,0,0,0,0
12388,Matty Hiroto Inaba,3.44,U' U' R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U,-0.13442216084055414,34.0%,19,16.24,19,16.24,72,7,0,0,0,0,0,5,3,0,0,4,0,1,1
12387,Luke Garrett,3.49,U R U R' F' R U R' U' R' F R2 U' R' U',-0.972364258422232,29.2%,15,14.71,15,14.71,62,6,0,0,0,2,0,6,1,0,0,0,0,0,0
12380,Luke Garrett,4.9,U2 R U R' F' R U R' U' R' F R2 U' R' U2',-0.7020208323138083,22.4%,15,13.64,15,13.64,62,4,2,0,0,2,0,6,1,0,0,0,0,0,0
12379,Luke Garrett,4.78,U' R' U' R D' U R2 U R' U R U' R U' R2' D,0.007630661220802836,27.4%,16,12.21,16,12.21,62,7,0,0,0,0,0,5,2,0,0,2,0,1,0
12378,Luke Garrett,5.99,U' U' R' U2 R' D' R U' R' D R U R U' R' U' R,0.37935287211988455,23.7%,17,11.97,17,11.97,62,6,1,0,0,0,0,8,0,0,0,2,0,0,0
12377,Luke Garrett,4.51,U' R2 U R' U R' U' R U' R2 U' D R' U R D' U' U',0.6834892264918611,33.5%,18,11.92,18,11.92,62,9,0,0,0,0,0,5,2,0,0,2,0,2,1
12376,Luke Garrett,4.42,U R U' R' U' R U R D R' U' D' D R D' R' U2 R',1.0552114373909436,36.7%,18,11.11,18,11.11,62,5,1,0,0,0,0,8,0,0,0,4,0,1,0
12375,Dylan Miller,4.08,R U R' F' R U R' U' R' F R2 U' R2',-0.6818336257854463,25.7%,13,12.38,13,12.38,125,4,0,0,0,2,0,5,2,0,0,0,0,0,0
12340,Yiheng Wang,3.59,R U' R U R' D R D' R U' D R2' U R2 D' R2' U',-0.07446854073750946,29.5%,17,16.04,17,16.04,202,5,0,0,0,0,0,5,3,0,0,4,0,1,0
12334,Ruihang Xu,5.52,F R U' R' U' R U R' F' R U R' U' R' F R F',-1.1892368912332343,16.1%,17,19.1,17,19.1,42,5,0,0,0,4,0,8,0,0,0,0,0,0,0
12333,Ruihang Xu,4.87,U' U R' U' R U' R U R U' R' U R U R2' U' R',0.3909065707294427,26.7%,17,13.08,17,13.08,42,9,0,0,0,0,0,7,1,0,0,0,0,0,0
12332,Ruihang Xu,5.42,F R U' R' U' R U R' F' R U R' U' R' F R F' U,-0.6882157935377513,18.8%,18,17.65,18,17.65,42,6,0,0,0,4,0,8,0,0,0,0,0,0,0
12331,Ruihang Xu,4.56,R U' R U R U R U' R' U' R2 U' U',-0.5340554557852949,23.2%,13,12.26,13,12.26,42,7,0,0,0,0,0,5,1,0,0,0,0,0,0
12330,Ruihang Xu,4.68,U R' U' R U' R U R U' R' U R U R2' U' R' U,0.19820614853887217,26.7%,17,13.6,17,13.6,42,9,0,0,0,0,0,7,1,0,0,0,0,0,0
12329,Yiheng Wang,4.07,U' R2' U R U R' U' R3 U' R' U R' U2',-1.0101354688556898,19.7%,13,16.25,13,16.25,202,6,1,0,0,0,0,5,1,0,0,0,0,0,1
12328,Yiheng Wang,3.92,U R' U2' R U2' R' F R U R' U' R' F' R2,-0.6862507629686275,22.7%,14,15.73,14,15.73,202,3,2,0,0,2,0,6,1,0,0,0,0,0,0
12327,Yiheng Wang,5.47,U' x' R U' R' D R U R' D' R U R' D R U' R' D',1.2930446618967537,26.3%,17,11.81,18,12.5,202,5,0,0,0,0,0,8,0,0,0,4,0,0,0
12326,Yiheng Wang,4.1,U' R2' U R U R' U' R3 U' R' U R' U',-0.038481351194502494,26.1%,13,12.15,13,12.15,202,7,0,0,0,0,0,5,1,0,0,0,0,0,1
12325,Yiheng Wang,4.17,R2' U R U R' U' R3 U' R' U R' U,0.32139054423556634,28.1%,12,10.26,12,10.26,202,6,0,0,0,0,0,5,1,0,0,0,0,0,1
12324,Yiheng Wang,3.64,U2 R U' R U R' D R D' R U' D R2' U R2 D' R2' U,-0.038481351194502494,29.4%,18,16.82,18,16.82,202,5,1,0,0,0,0,5,3,0,0,4,0,1,0
12321,Matty Hiroto Inaba,2.85,R U R' U R' U' R2 U' R' U R' U R,-1.7375919809266729,22.1%,13,20.63,13,20.63,72,6,0,0,0,0,0,6,1,0,0,0,0,0,2
12300,Matty Hiroto Inaba,3.66,U2 x R' U R' D2 R U' R' D2 R2,-1.0547603908899925,23.5%,10,11.63,11,12.79,72,2,1,0,0,0,0,4,1,0,0,0,2,0,1
12291,Yiheng Wang,3.44,U R U R' U R' U' R2 U' R' U R' U R,-0.9741482793126828,23.5%,14,17.28,14,17.28,202,7,0,0,0,0,0,6,1,0,0,0,0,0,2
12290,Yiheng Wang,4.99,U R' U2' R U2' R' F R U R' U' R' F' R2 U',2.300685969100948,34.5%,15,8.72,15,8.72,202,4,2,0,0,2,0,6,1,0,0,0,0,0,0
12289,Yiheng Wang,4.51,U R U R' U R' U' R2 U' R' U R' U R U',-1.3340201747427525,15.7%,15,21.13,15,21.13,202,8,0,0,0,0,0,6,1,0,0,0,0,0,2
12288,Yiheng Wang,3.91,U' R2' U R U R' U' R3 U' R' U R' U2',-0.9741482793126828,20.7%,13,16.05,13,16.05,202,6,1,0,0,0,0,5,1,0,0,0,0,0,1
12287,Yiheng Wang,3.35,x R' U R' D2 R U' R' D2 R2 x' U',-0.7222379525116345,26.3%,10,11.36,12,13.64,202,3,0,0,0,0,0,4,1,0,0,0,2,0,1
12286,Yiheng Wang,3.71,U M' U M2' U M2' U M' U2 M2' U',0.8252111978376638,35.3%,11,8.4,11,8.4,202,5,1,0,0,0,0,0,0,0,0,0,0,0,0
12285,Yufang Du,3.46,R U R' U R' U' R2 U' R' U R' U R U2',-1.0982928693491634,28.6%,14,14.14,14,14.14,13,6,1,0,0,0,0,6,1,0,0,0,0,0,2
12284,Matty Hiroto Inaba,6.75,R U' R' U' R U R D R' U' R D' R' U2 R' U',0.39996777918815263,20.0%,16,11.85,16,11.85,72,5,1,0,0,0,0,8,0,0,0,2,0,0,0
12283,Matty Hiroto Inaba,4.64,U' R2' U R U R' U' R3 U' R' U R',1.1718643592296174,34.7%,12,7.45,12,7.45,72,6,0,0,0,0,0,5,1,0,0,0,0,0,1
12282,Matty Hiroto Inaba,4.56,x R' U R' D2 R U' R' D2 R2 x' U2,-0.550058780862881,22.6%,10,9.71,12,11.65,72,2,1,0,0,0,0,4,1,0,0,0,2,0,1
12281,Matty Hiroto Inaba,4.92,U2 R' U2' R U2' R' F R U R' U' R' F' R2 U2',-0.19379882084374378,23.4%,15,13.04,15,13.04,72,2,4,0,0,2,0,6,1,0,0,0,0,0,0
12280,Matty Hiroto Inaba,4.61,U L' U' L F L' U' L U L F' L2' U L,-0.3125521408501224,24.1%,14,12.61,14,12.61,72,5,0,6,1,2,0,0,0,0,0,0,0,0,0
12279,Yiheng Wang,3.75,U R U R' U' R' F R2 U' R' U' R U R' F' U,0.14145459652053233,29.9%,16,14.29,16,14.29,202,7,0,0,0,2,0,6,1,0,0,0,0,0,0
12278,Yiheng Wang,4.86,U U D' R2 U R' U R' U' R U' R2 D U' R' U R U2',-0.07446854073750946,21.8%,18,16.98,18,16.98,202,8,1,0,0,0,0,5,2,0,0,2,0,2,1
12277,Yiheng Wang,4.15,U' R U R' U R' U' R2 U' R' U R' U R U',-1.2980329851997454,17.3%,15,20.83,15,20.83,202,8,0,0,0,0,0,6,1,0,0,0,0,0,2
12276,Yiheng Wang,3.68,U' R U R' U R' U' R2 U' R' U R' U R U,-1.1900714165707247,20.4%,15,20.0,15,20.0,202,8,0,0,0,0,0,6,1,0,0,0,0,0,2
12275,Yiheng Wang,3.86,U R U' R' U' R U R D R' U' R D' R' U2 R' U,0.2854033546925594,30.1%,17,14.66,17,14.66,202,6,1,0,0,0,0,8,0,0,0,2,0,0,0
12274,Yiheng Wang,3.53,U2' R U R' F' R U R' U' R' F R2 U' R',-1.3700073642857593,19.8%,14,20.0,14,20.0,202,4,1,0,0,2,0,6,1,0,0,0,0,0,0
12273,Yiheng Wang,3.68,U2' R U R' U' R' F R2 U' R' U' R U R' F' U,-0.6142763838826135,24.7%,16,17.58,16,17.58,202,6,1,0,0,2,0,6,1,0,0,0,0,0,0
12272,Yiheng Wang,3.65,U2' R U R' U' R' F R2 U' R' U' R U R' F' U',-0.36236605708156516,26.8%,16,16.33,16,16.33,202,6,1,0,0,2,0,6,1,0,0,0,0,0,0
12264,Matty Hiroto Inaba,3.83,x U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R' U,-0.3422404708517172,28.7%,21,19.09,22,20.0,72,8,1,0,0,2,0,9,1,0,0,0,0,0,0
12263,Feliks Zemdegs,5.4,U R U R' F' R U R' U' R' F R2 U' R' U',-0.6562501386337872,24.1%,15,11.54,15,11.54,12,6,0,0,0,2,0,6,1,0,0,0,0,0,0
12262,Feliks Zemdegs,4.44,U R' U2' R U' U' R' F R U R' U' R' F' R2 U',1.3125002772675765,38.5%,16,9.36,16,9.36,12,6,1,0,0,2,0,6,1,0,0,0,0,0,0
12261,Feliks Zemdegs,5.92,x R2' D2 R U R' D2 R U' R x' U,0.5442074320377763,26.2%,10,6.45,12,7.74,12,3,0,0,0,0,0,4,1,0,0,0,2,0,0
12260,Feliks Zemdegs,5.64,R U R' U' R' F R2 U' R' U F' L' U L,-1.3285063782098634,20.6%,14,12.07,14,12.07,12,5,0,2,0,2,0,4,1,0,0,0,0,0,0
12256,Feliks Zemdegs,6.27,R' U' R U D' R2 U R' U R U' R U' R2' U' D U',0.4961891292109137,24.6%,17,11.04,17,11.04,12,8,0,0,0,0,0,5,2,0,0,2,0,3,0
12254,Feliks Zemdegs,4.97,x x' R U' R D2 R' U R D2 R2',0.4961891292109137,31.0%,9,5.84,11,7.14,12,2,0,0,0,0,0,4,1,0,0,0,2,0,0
12240,Dylan Miller,5.47,R2 R' U' R R' U R U' R2' D R2 U' R2' U R2 U D' R2',1.410768534084577,30.0%,18,10.98,18,10.98,125,6,0,0,0,0,0,4,6,0,0,2,0,1,0
12239,Dylan Miller,4.49,U R' U' R U' R U R U' R' U R U R2' U' R',2.1910608648835694,41.4%,16,8.6,16,8.6,125,8,0,0,0,0,0,7,1,0,0,0,0,0,0
12238,Dylan Miller,4.36,R U' R U R U R U' R' U' R2 U,-1.0010441247486705,22.0%,12,12.5,12,12.5,125,6,0,0,0,0,0,5,1,0,0,0,0,0,0
12237,Dylan Miller,4.53,R' U' R3 U' R' U R U R2' U2',-1.568529456238846,17.7%,10,12.5,10,12.5,125,4,1,0,0,0,0,4,1,0,0,0,0,0,0
12226,Teodor Zajder,4.63,U2' F R U' R' U' R U R' F' R U R' U' R' F R F' U2,1.6091406699149366,39.5%,19,10.38,19,10.38,16,5,2,0,0,4,0,8,0,0,0,0,0,0,0
12224,Teodor Zajder,4.74,r' D' F r U' r' F' D r2 U r' U' r' F r F' U',-0.09561956442618508,30.4%,17,11.81,17,11.81,16,4,0,0,0,4,0,0,0,0,0,2,0,0,0
12204,Yiheng Wang,3.64,U2' R2' U R U R' U' R3 U' R' U R',-0.506314815253593,25.8%,12,12.77,12,12.77,202,5,1,0,0,0,0,5,1,0,0,0,0,0,1
12202,Matty Hiroto Inaba,3.64,U L' U2 R U' M' B r' U2 R U' r,-0.7281887608724499,26.6%,12,12.37,12,12.37,72,3,2,1,0,0,0,2,0,1,0,0,0,0,0
12195,Dylan Miller,4.66,U2' R2 U R' U R' U' R U' R2 U' D R' U R D' U,0.6659440365037211,30.7%,17,11.89,17,11.89,125,7,1,0,0,0,0,5,2,0,0,2,0,2,1
12194,Dylan Miller,4.96,R' U R' U' R3 U' R' U R U R2' U2,-1.3557224569300304,17.3%,12,13.95,12,13.95,125,5,1,0,0,0,0,5,1,0,0,0,0,0,1
12193,Dylan Miller,4.18,U' F' U' F R2 u R' U R U' R u' R2' U',0.38220137075863375,32.3%,14,10.37,14,10.37,125,5,0,0,0,2,0,3,2,0,0,0,0,0,0
12192,Dylan Miller,4.37,U R U' R2' D' R U R' D R U' R U' R' U R U R' U',0.20486220466795363,29.7%,19,14.62,19,14.62,125,8,0,0,0,0,0,8,1,0,0,2,0,0,0
12191,Dylan Miller,4.59,R U' R' U' R U R' U R' D' R U' R' D R2 U R' U',-0.07888046107713459,26.6%,18,14.75,18,14.75,125,7,0,0,0,0,0,8,1,0,0,2,0,0,1
12189,Matty Hiroto Inaba,4.29,U2 R U R' U' R' F R2 U' R' U F' L' U L,-0.2828638108485276,26.1%,15,13.39,15,13.39,72,5,1,2,0,2,0,4,1,0,0,0,0,0,0
12188,Matty Hiroto Inaba,4.83,U' R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U',-0.40161713085490686,22.4%,18,16.67,18,16.67,72,6,0,0,0,0,0,5,3,0,0,4,0,1,1
12187,Matty Hiroto Inaba,5.42,U' R U' R' U' R U R D R' U' R D' R' U2 R',-0.37192880085331204,20.1%,16,14.68,16,14.68,72,5,1,0,0,0,0,8,0,0,0,2,0,0,0
12186,Matty Hiroto Inaba,4.96,U' M2' U M2' U M' U2 M2' U2 M',-0.40161713085490686,21.8%,10,9.26,10,9.26,72,3,2,0,0,0,0,0,0,0,0,0,0,0,0
12184,Matty Hiroto Inaba,4.77,U' R2 U R' U R' U' R U' R R U' D R' U R U' D',0.6077860891993158,29.8%,18,12.68,18,12.68,72,8,0,0,0,0,0,7,1,0,0,2,0,2,1
12183,Matty Hiroto Inaba,4.56,U R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U',0.42965610918974745,29.8%,20,14.71,20,14.71,72,9,0,0,0,2,0,8,1,0,0,0,0,0,0
12182,Matty Hiroto Inaba,4.97,U' R2' F2 R U2 R U2' R' F R U R' U' R' F R2 U2',-0.07504550083736448,23.9%,17,14.29,17,14.29,72,3,3,0,0,2,1,6,2,0,0,0,0,0,0
12181,Matty Hiroto Inaba,4.58,U2 R2 U R' U R' U' R U' R2 U' D R' U R D' U,-0.3125521408501224,24.2%,17,15.32,17,15.32,72,7,1,0,0,0,0,5,2,0,0,2,0,2,1
12180,Matty Hiroto Inaba,4.78,x' R U' R' D R U R' D' R U R' D R U' R' D',-0.550058780862881,21.5%,16,15.53,17,16.5,72,4,0,0,0,0,0,8,0,0,0,4,0,0,0
12179,Matty Hiroto Inaba,4.89,U2 R U' R' U' R U R D R' U' R D' R' U2 R',-0.6094354408660706,20.7%,16,15.84,16,15.84,72,4,2,0,0,0,0,8,0,0,0,2,0,0,0
12178,Matty Hiroto Inaba,4.56,U F R U' R' U' R U R' F' R U R' U' R' F R F' U2',0.13277280917379927,27.6%,19,15.08,19,15.08,72,6,1,0,0,4,0,8,0,0,0,0,0,0,0
12149,Yiheng Wang,4.4,R2' U R U R' U' R3 U' R' U R' U',-1.0101354688556898,18.2%,12,15.0,12,15.0,202,6,0,0,0,0,0,5,1,0,0,0,0,0,1
12148,Yiheng Wang,4.01,L' U' L F L' U' L U L F' L2' U L U2,-0.6142763838826135,22.7%,14,15.38,14,15.38,202,4,1,6,1,2,0,0,0,0,0,0,0,0,0
12147,Yiheng Wang,3.77,U' F' R U R' U' R' F R2 U' R' U' R U R' U R,-0.506314815253593,24.9%,17,18.09,17,18.09,202,7,0,0,0,2,0,7,1,0,0,0,0,0,0
12146,Yiheng Wang,4.25,U' U R U' R U R' D R D' R U'D R2' U R2 D' R2' U',0.9691599560096917,31.8%,19,14.07,19,14.07,202,7,0,0,0,0,0,5,3,0,0,4,0,0,0
12145,Yiheng Wang,4.06,x' R U' R' D R U R' D' R U R' D R U' R' D',-0.4343404361675791,23.6%,16,16.67,17,17.71,202,4,0,0,0,0,0,8,0,0,0,4,0,0,0
12112,Feliks Zemdegs,4.97,x R' U R' D2 R U' R' D2 R2 B',-1.8567077093053506,21.1%,10,9.52,11,10.48,12,2,0,0,0,0,0,4,1,1,0,0,2,0,1
12110,Feliks Zemdegs,6.09,U R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U,0.9763721574795384,26.9%,20,12.2,20,12.2,12,9,0,0,0,2,0,8,1,0,0,0,0,0,0
12085,Yufang Du,5.18,U' R2 U R' U R' U' R U' R2 D U' R' U R D' U,1.2000858669961587,31.9%,17,10.3,17,10.3,13,8,0,0,0,0,0,5,2,0,0,2,0,2,1
12083,Yufang Du,4.67,U2 x' R U' R' D R U R' D' R U R' D R U' R' D',0.5732553025383438,31.5%,17,11.56,18,12.24,13,4,1,0,0,0,0,8,0,0,0,4,0,0,0
12082,Yufang Du,4.41,U' R U R' F' R U R' U' R' F R2 U' R' U,-1.4813559920733836,20.0%,15,17.05,15,17.05,13,6,0,0,0,2,0,6,1,0,0,0,0,0,0
12064,Luke Garrett,6.63,U' R2' R U R' U' R D' R' D R' U D' R2 U' R2' D R2 U',1.663484146134896,27.1%,19,10.56,19,10.56,62,6,0,0,0,0,0,5,4,0,0,4,0,1,0
12063,Luke Garrett,5.33,U' R' R R U' R U R U R U' R' U' R2,2.204170998351742,36.8%,14,7.14,14,7.14,62,6,0,0,0,0,0,7,1,0,0,0,0,0,0
12062,Luke Garrett,4.83,U' R2 U R' U R' U' R U' R2 D U' R' U R D',0.24418115906567273,28.6%,16,11.59,16,11.59,62,7,0,0,0,0,0,5,2,0,0,2,0,1,1
12061,Luke Garrett,4.49,L' U' L F L' U' L U L F' L2' U L U,-0.39788447794183257,26.5%,14,11.76,14,11.76,62,5,0,6,1,2,0,0,0,0,0,0,0,0,0
12036,Yiheng Wang,3.35,U' R U' R' U' R U R D R' U' R D' R' U2 R' U2',0.24941616514955242,34.3%,17,14.78,17,14.78,202,5,2,0,0,0,0,8,0,0,0,2,0,0,0
12035,Yiheng Wang,3.62,R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',-0.47032762571058606,26.2%,21,22.11,21,22.11,202,7,1,0,0,2,0,10,1,0,0,0,0,0,0
12034,Yiheng Wang,4.25,U R U' R' U' R U R D R' U' R D' R' U2 R' U',-0.21841729890953732,24.0%,17,16.67,17,16.67,202,6,1,0,0,0,0,8,0,0,0,2,0,0,0
12033,Yiheng Wang,3.83,U2 R' U2' R U2' R' F R U R' U' R' F' R2 U2',-0.07446854073750946,27.7%,15,14.15,15,14.15,202,2,4,0,0,2,0,6,1,0,0,0,0,0,0
12032,Dylan Miller,7.04,R U R' U' D R2 U' R U' R' U R' U R2 D',0.5950083700674491,20.0%,15,10.64,15,10.64,125,6,0,0,0,0,0,5,2,0,0,2,0,1,1
12031,Dylan Miller,5.17,R' U2 R' D' R U' R' D R U R U' R' U' R U2',1.2688972012120336,30.9%,16,10.0,16,10.0,125,4,2,0,0,0,0,8,0,0,0,2,0,0,0
12030,Dylan Miller,5.36,U x R2' D2 R U R' D2 R U' R,-0.6463657925673102,19.8%,10,9.43,11,10.38,125,3,0,0,0,0,0,4,1,0,0,0,2,0,0
12029,Dylan Miller,5.09,F' U' F R2 u R' U R U' R u' R2',0.8787510358125373,29.3%,12,8.05,12,8.05,125,3,0,0,0,2,0,3,2,0,0,0,0,0,0
12028,Dylan Miller,4.81,U' F R U' R' U' R U R' F' R U R' U' R' F R F',0.5950083700674491,29.3%,18,12.77,18,12.77,125,6,0,0,0,4,0,8,0,0,0,0,0,0,0
12008,Yiheng Wang,4.31,U R U R' U R' U' R2' U' R' U R' U R,-1.3340201747427525,16.5%,14,19.72,14,19.72,202,7,0,0,0,0,0,6,1,0,0,0,0,0,2
12007,Yiheng Wang,3.39,R U R' F' R U R' U' R' F R2 U' R' U,-1.0461226583986967,23.3%,14,17.72,14,17.72,202,5,0,0,0,2,0,6,1,0,0,0,0,0,0
12005,Dylan Miller,5.61,U' R U R' U' R' F R2 U' R' U' R U R' F',-0.3626231268222228,20.3%,15,13.16,15,13.16,125,6,0,0,0,2,0,6,1,0,0,0,0,0,0
12003,Dylan Miller,6.47,R U R' F' R U R' U' R' F R2 U' R' U',-1.3202546237118944,13.4%,14,16.09,14,16.09,125,5,0,0,0,2,0,6,1,0,0,0,0,0,0
12002,Dylan Miller,5.46,U' R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R' U2,2.1910608648835694,34.1%,23,12.37,23,12.37,125,8,2,0,0,2,0,10,1,0,0,0,0,0,0
12001,Dylan Miller,5.22,R' U R' d' R' F' R2 U' R' U R' F R F,0.027523038577273493,23.9%,14,11.2,14,11.2,125,3,0,0,0,3,0,6,1,0,0,0,0,0,2
